title,publication_date,domain,topic,topic_summary,x,y,url
Letters to the Editor: Does the Constitution allow Elon Musk to carry out Trump's agenda?,2025-02-13,latimes.com,0,uncategorized,5.0732026,-11.893624,https://www.latimes.com/opinion/letters-to-the-editor/story/2025-02-13/does-the-constitution-allow-elon-musk-to-carry-out-trumps-agenda
Watch: Hearing on Foreign Aid Spending as DOGE Investigates Waste,2025-02-13,breitbart.com,0,uncategorized,-5.394677,9.880843,https://www.breitbart.com/politics/2025/02/13/watch-hearing-on-foreign-aid-spending-as-doge-investigates-waste/
Jimmy Failla & His 'Fox News Saturday Night' Panelists React To The Hilarious Anti-DOGE Protests,2025-02-17,foxnews.com,0,uncategorized,11.2202,1.5076743,https://radio.foxnews.com/2025/02/17/jimmy-failla-his-fox-news-saturday-night-panelists-react-to-the-hilarious-anti-doge-protests/
Breitbart News Daily Podcast Ep. 706: Rep. Chip Roy on DOGE and the Fight Against Gov’t Waste and Corruption,2025-02-11,breitbart.com,0,uncategorized,-7.3716574,7.616495,https://www.breitbart.com/politics/2025/02/11/breitbart-news-daily-podcast-ep-706-rep-chip-roy-on-doge-and-the-fight-against-govt-waste-and-corruption/
Watch Live: Hearing on USAID Spending as DOGE Investigates Waste,2025-02-13,breitbart.com,0,uncategorized,-5.456849,9.962903,https://www.breitbart.com/politics/2025/02/13/watch-live-hearing-on-usaid-spending-as-doge-investigates-waste/
Breitbart News Daily Podcast Ep. 705: The Left Freaks Out as DOGE Targets the Deep State,2025-02-10,breitbart.com,0,uncategorized,-7.3995876,7.6022835,https://www.breitbart.com/podcast/2025/02/10/breitbart-news-daily-podcast-ep-705-the-left-freaks-out-as-doge-targets-the-deep-state/
California Democrat says party needs to 'bring actual weapons' in the 'fight for democracy' against Elon Musk,2025-02-12,foxnews.com,0,uncategorized,8.430242,1.904826,https://www.foxnews.com/media/california-democrat-says-party-needs-bring-actual-weapons-fight-democracy-against-elon-musk
Quote of the Day: Musk and the Right Turn the Left’s Critique of U.S. Power on Its Head,2025-02-20,nytimes.com,0,uncategorized,14.158997,-14.083589,https://www.nytimes.com/2025/02/20/pageoneplus/quote-of-the-day-musk-and-the-right-turn-the-lefts-critique-of-us-power-on-its-head.html
Jimmy Failla & The 'Fox News Saturday Night' Panel React To The Left's Outlandish Attacks On Elon Musk,2025-02-10,foxnews.com,0,uncategorized,4.877242,-14.399194,https://radio.foxnews.com/2025/02/10/jimmy-failla-the-fox-news-saturday-night-panel-react-to-the-lefts-outlandish-attacks-on-elon-musk/
DOGE Strikes Back!,2025-02-13,foxnews.com,0,uncategorized,-11.108118,30.74139,https://radio.foxnews.com/2025/02/13/doge-strikes-back/
"Trump, Musk shut down media attempts to 'drive us apart' amid DOGE efforts",2025-02-14,foxnews.com,0,uncategorized,16.986662,-0.73617643,https://www.foxnews.com/media/trump-musk-shut-down-media-attempts-drive-us-apart-doge-efforts
We replaced families with Uncle Sam. DOGE must make the right choices when cutting,2025-02-21,foxnews.com,0,uncategorized,-12.621672,28.26572,https://www.foxnews.com/opinion/we-replaced-families-uncle-sam-doge-must-make-right-choices-when-cutting
Acting head of Social Security quits after clash with DOGE over data: Report,2025-02-17,foxnews.com,0,uncategorized,9.916521,26.68676,https://www.foxnews.com/politics/acting-head-social-security-quits-after-clash-doge-over-data-report
Elon Musk Allegedly Ghost Baby Mama (NEW: 7AM),2025-02-18,foxnews.com,0,uncategorized,36.38037,-8.585064,https://radio.foxnews.com/2025/02/18/elon-musk-allegedly-ghost-baby-mama-new-7am/
Elon Musk,2025-03-05,foxnews.com,0,uncategorized,5.624714,-1.4148344,https://www.foxnews.com/category/person/elon-musk
"Elon Musk Seeks Access to Personal IRS Records, Sparking a Backlash",2025-02-17,foxnews.com,0,uncategorized,5.760443,22.323505,https://radio.foxnews.com/2025/02/17/elon-musk-seeks-access-to-personal-irs-records-sparking-a-backlash/
"Elon Musk Takes Center Stage, Tells Reporters He's Transparent and Has No Conflicts",2025-02-12,foxnews.com,0,uncategorized,8.564391,-10.346865,https://radio.foxnews.com/2025/02/12/elon-musk-takes-center-stage-tells-reporters-hes-transparent-and-has-no-conflicts/
Lydia Moynihan: DOGE Is Making It A Lot Harder For D.C. Bureaucrats To Cash Out,2025-02-17,foxnews.com,0,uncategorized,-5.653185,13.682786,https://radio.foxnews.com/2025/02/17/lydia-moynihan-doge-is-making-it-a-lot-harder-for-d-c-bureaucrats-to-cash-out/
"DOGE Fires Bird Flu Experts, Claims $8 Billion Savings on $8 Million Contract",2025-02-19,foxnews.com,0,uncategorized,-15.463957,25.232447,https://radio.foxnews.com/2025/02/19/doge-fires-bird-flu-experts-claims-8-billion-savings-on-8-million-contract/
DOGE Refunds?,2025-02-21,foxnews.com,0,uncategorized,-10.653815,30.67275,https://radio.foxnews.com/2025/02/21/doge-refunds/
